,C1 response mean,C2 response mean,C3 response mean,C4 response mean,C5 response mean,C6 response mean,C7 response mean,C8 response mean,E1 response mean,E2 response mean,E3 response mean,E4 response mean,H1 response mean,H2 response mean,H3 response mean,H4 response mean,H5 response mean
0,1.0,0.3076923076923077,0.21162708259482454,0.23925197609408141,0.28332537028189203,0.28054298642533937,0.5155677655677655,0.3406593406593406,0.3218210361067504,0.3525641025641026,0.3485086342229199,0.17834867834867837,0.06043956043956043,0.21344040574809803,0.25457875457875456,0.19006919006919004,0.2003968253968254
1,0.4417582417582418,0.20908820908820908,0.9285714285714286,0.3912087912087912,0.23076923076923075,0.23579810020487985,0.17877244706512999,0.27513995438523736,0.11794871794871792,0.2048229548229548,-0.26373626373626374,0.43956043956043955,0.24022214344794984,0.2595782595782596,0.16326530612244897,0.01098901098901099,0.0989010989010989
2,0.21289699311677332,0.2271062271062271,0.5219780219780219,0.15384615384615385,0.2026862026862027,0.07898351648351648,0.5787545787545787,0.1642716258100874,0.21855921855921853,0.22404126485759138,-0.2967032967032967,0.17582417582417584,,0.25902668759811615,0.22390109890109888,0.0989010989010989,0.1978021978021978
3,,0.3708791208791209,,0.7838827838827839,,0.5274725274725276,,0.2857142857142857,,,1.0,0.8571428571428571,,0.06593406593406594,,0.02197802197802198,0.43956043956043955
4,,,,0.1446295639844027,,,,,,,0.02197802197802198,0.18681318681318682,,,,0.8571428571428571,0.27472527472527475
5,,,,,,,,,,,0.02197802197802198,0.16483516483516483,,,,0.08791208791208792,0.2087912087912088
6,,,,,,,,,,,-0.3956043956043956,0.0,,,,-0.2967032967032967,0.24175824175824176
7,,,,,,,,,,,0.02197802197802198,0.34065934065934067,,,,0.03296703296703297,0.24175824175824176
8,,,,,,,,,,,-0.02197802197802198,1.0,,,,0.2087912087912088,0.3516483516483517
9,,,,,,,,,,,0.08791208791208792,0.4065934065934066,,,,1.0,1.0
10,,,,,,,,,,,0.10989010989010989,0.8351648351648352,,,,0.02197802197802198,0.3956043956043956
11,,,,,,,,,,,0.18681318681318682,0.3956043956043956,,,,0.5384615384615384,0.10989010989010989
12,,,,,,,,,,,0.03296703296703297,0.10989010989010989,,,,0.3626373626373626,0.14285714285714285
13,,,,,,,,,,,-0.08791208791208792,0.02197802197802198,,,,0.17582417582417584,0.12087912087912088
14,,,,,,,,,,,0.02197802197802198,0.6318681318681318,,,,-0.14285714285714285,0.4065934065934066
15,,,,,,,,,,,0.01098901098901099,0.8681318681318682,,,,-0.08791208791208792,0.43956043956043955
16,,,,,,,,,,,-0.3626373626373626,0.24175824175824176,,,,0.02197802197802198,0.8351648351648352
17,,,,,,,,,,,-0.14285714285714285,0.38461538461538464,,,,0.25274725274725274,0.3076923076923077
18,,,,,,,,,,,0.17582417582417584,0.24175824175824176,,,,0.03296703296703297,0.3626373626373626
19,,,,,,,,,,,0.06593406593406594,0.3516483516483517,,,,0.10989010989010989,0.38461538461538464
20,,,,,,,,,,,0.0989010989010989,0.14285714285714285,,,,0.2087912087912088,0.0
21,,,,,,,,,,,0.03296703296703297,0.3516483516483517,,,,0.08791208791208792,0.17582417582417584
22,,,,,,,,,,,0.07692307692307693,0.6043956043956044,,,,0.9230769230769231,0.3516483516483517
23,,,,,,,,,,,0.02197802197802198,,,,,0.2087912087912088,0.3516483516483517
24,,,,,,,,,,,0.34065934065934067,,,,,0.12087912087912088,0.3516483516483517
25,,,,,,,,,,,0.3626373626373626,,,,,-0.26373626373626374,0.3626373626373626
26,,,,,,,,,,,0.0989010989010989,,,,,0.1978021978021978,
27,,,,,,,,,,,0.02197802197802198,,,,,0.18681318681318682,
28,,,,,,,,,,,0.16483516483516483,,,,,-0.01098901098901099,
29,,,,,,,,,,,0.08791208791208792,,,,,0.0989010989010989,
30,,,,,,,,,,,-0.01098901098901099,,,,,0.0989010989010989,
31,,,,,,,,,,,0.8571428571428571,,,,,-0.3626373626373626,
32,,,,,,,,,,,0.0989010989010989,,,,,-0.3956043956043956,
33,,,,,,,,,,,0.12087912087912088,,,,,0.8681318681318682,
34,,,,,,,,,,,-0.01098901098901099,,,,,0.32967032967032966,
35,,,,,,,,,,,0.17582417582417584,,,,,0.13186813186813187,
36,,,,,,,,,,,0.06593406593406594,,,,,0.34065934065934067,
37,,,,,,,,,,,0.18681318681318682,,,,,0.18681318681318682,
38,,,,,,,,,,,0.12087912087912088,,,,,0.6813186813186813,
39,,,,,,,,,,,0.6813186813186813,,,,,0.16483516483516483,
40,,,,,,,,,,,0.16483516483516483,,,,,0.18681318681318682,
41,,,,,,,,,,,0.9010989010989011,,,,,0.14285714285714285,
42,,,,,,,,,,,0.9010989010989011,,,,,0.02197802197802198,
43,,,,,,,,,,,0.17582417582417584,,,,,0.07692307692307693,
44,,,,,,,,,,,0.24175824175824176,,,,,0.3516483516483517,
45,,,,,,,,,,,0.0989010989010989,,,,,0.24175824175824176,
46,,,,,,,,,,,0.8351648351648352,,,,,0.8351648351648352,
47,,,,,,,,,,,0.08791208791208792,,,,,0.27472527472527475,
48,,,,,,,,,,,0.24175824175824176,,,,,0.12087912087912088,
49,,,,,,,,,,,1.0,,,,,0.23076923076923078,
50,,,,,,,,,,,0.2087912087912088,,,,,0.17582417582417584,
51,,,,,,,,,,,0.12087912087912088,,,,,0.9010989010989011,
52,,,,,,,,,,,0.2087912087912088,,,,,0.43956043956043955,
53,,,,,,,,,,,0.07692307692307693,,,,,0.4065934065934066,
54,,,,,,,,,,,0.1978021978021978,,,,,0.43956043956043955,
55,,,,,,,,,,,0.27472527472527475,,,,,0.3956043956043956,
56,,,,,,,,,,,0.2087912087912088,,,,,0.24175824175824176,
57,,,,,,,,,,,0.18681318681318682,,,,,0.15384615384615385,
58,,,,,,,,,,,0.15384615384615385,,,,,0.3516483516483517,
59,,,,,,,,,,,0.12087912087912088,,,,,0.24175824175824176,
60,,,,,,,,,,,0.43956043956043955,,,,,0.15384615384615385,
61,,,,,,,,,,,0.25274725274725274,,,,,0.27472527472527475,
62,,,,,,,,,,,0.27472527472527475,,,,,0.9010989010989011,
63,,,,,,,,,,,0.43956043956043955,,,,,0.3076923076923077,
64,,,,,,,,,,,0.12087912087912088,,,,,0.3516483516483517,
65,,,,,,,,,,,0.3516483516483517,,,,,0.3076923076923077,
66,,,,,,,,,,,0.1978021978021978,,,,,0.12087912087912088,
67,,,,,,,,,,,0.16483516483516483,,,,,0.38461538461538464,
68,,,,,,,,,,,0.23076923076923078,,,,,0.6043956043956044,
69,,,,,,,,,,,0.8681318681318682,,,,,0.3516483516483517,
70,,,,,,,,,,,0.3626373626373626,,,,,0.3516483516483517,
71,,,,,,,,,,,0.14285714285714285,,,,,,
72,,,,,,,,,,,0.43956043956043955,,,,,,
73,,,,,,,,,,,0.5384615384615384,,,,,,
74,,,,,,,,,,,0.12087912087912088,,,,,,
75,,,,,,,,,,,0.24175824175824176,,,,,,
76,,,,,,,,,,,0.15384615384615385,,,,,,
77,,,,,,,,,,,0.32967032967032966,,,,,,
78,,,,,,,,,,,0.3956043956043956,,,,,,
79,,,,,,,,,,,0.3626373626373626,,,,,,
80,,,,,,,,,,,0.0,,,,,,
81,,,,,,,,,,,0.3516483516483517,,,,,,
82,,,,,,,,,,,0.3516483516483517,,,,,,
83,,,,,,,,,,,0.38461538461538464,,,,,,
84,,,,,,,,,,,0.3076923076923077,,,,,,
85,,,,,,,,,,,0.3076923076923077,,,,,,
86,,,,,,,,,,,0.4065934065934066,,,,,,
87,,,,,,,,,,,0.10989010989010989,,,,,,
88,,,,,,,,,,,0.3516483516483517,,,,,,
89,,,,,,,,,,,0.6043956043956044,,,,,,
90,,,,,,,,,,,0.3516483516483517,,,,,,
